CustomerID,Age,Gender,Segment,NPS,ChurnLabel,TotalPurchaseValue,SubscriptionPlan,TotalLatePayments,PageViews,TimeSpentOnWebsite,NumberOfLogins,FrequencyOfInteractions,Rating
8701,60,Male,Segment C,0,1,20041.13,Select,62,40,6,12,Monthly,5
8702,29,Female,Segment B,1,1,7166.21,Prime,67,96,35,30,Weekly,2
8703,59,Female,Segment C,0,1,35081.76,Elite,51,9,1,3,Weekly,5
8704,41,Male,Segment A,2,0,11673.14,Smart,8,2,83,29,Weekly,4
8705,28,Female,Segment C,3,1,20141.35,Deluxe,40,54,27,7,Daily,3
8706,31,Female,Segment B,3,1,23315.52,Student,58,73,20,13,Daily,1
8707,21,Male,Segment C,8,0,15019.41,Deluxe,8,7,24,9,Monthly,2
8708,66,Female,Segment A,7,1,12558.779999999999,Express,11,24,3,16,Monthly,5
8709,53,Male,Segment C,0,1,35092.76,Express,63,17,34,1,Daily,2
8710,55,Female,Segment B,9,0,25150.43,Student,7,73,74,30,Weekly,4
8711,45,Female,Segment A,9,0,16477.489999999998,Flex,7,44,10,6,Daily,3
8712,42,Male,Segment A,2,1,21428.059999999998,Essential,81,27,35,8,Weekly,3
8713,49,Male,Segment A,2,1,6381.039999999999,Express,81,73,35,15,Daily,3
8714,55,Male,Segment B,1,1,13308.51,Express,60,75,3,30,Daily,1
8715,38,Female,Segment B,3,0,34702.72,Unlimited,9,6,24,11,Monthly,5
8716,70,Male,Segment A,0,1,33370.63,Unlimited,31,70,12,26,Daily,2
8717,27,Male,Segment B,5,1,21000.34,Deluxe,13,2,41,8,Monthly,2
8718,41,Female,Segment C,9,0,15969.039999999999,Family,7,35,72,30,Daily,3
8719,64,Female,Segment C,2,1,1550.23,Plus,30,14,6,25,Monthly,3
8720,66,Female,Segment B,3,1,3125.97,Express,68,78,22,1,Weekly,1
8721,37,Female,Segment C,7,0,12779.880000000001,Flex,12,36,4,21,Monthly,4
8722,64,Female,Segment B,1,0,26280.37,Essential,6,85,46,3,Monthly,2
8723,31,Female,Segment B,3,1,20936.9,Student,35,19,22,24,Monthly,1
8724,23,Male,Segment B,0,0,17671.190000000002,VIP,8,5,64,15,Weekly,2
8725,39,Female,Segment C,1,0,13193.53,Smart,7,14,45,1,Daily,4
8726,60,Male,Segment C,8,0,19775.37,Flex,13,96,74,28,Monthly,3
8727,52,Female,Segment B,8,0,14302.039999999999,Plus,12,74,3,18,Daily,3
8728,18,Male,Segment A,0,1,31996.050000000003,Gold,57,22,14,8,Monthly,2
8729,35,Male,Segment A,6,0,24648.81,Express,12,37,31,4,Daily,3
8730,70,Female,Segment C,9,0,457.14,Elite,8,41,84,26,Monthly,3
8731,69,Female,Segment B,9,0,12036.75,Basic,7,12,65,26,Weekly,5
8732,52,Male,Segment B,6,0,24727.829999999998,Basic,14,59,27,5,Weekly,4
8733,45,Female,Segment C,9,0,18280.11,Unlimited,7,56,63,1,Daily,5
8734,41,Female,Segment C,1,1,1982.33,Prime,63,73,6,3,Monthly,2
8735,70,Male,Segment B,9,0,24203.26,Family,11,49,99,8,Daily,5
8736,58,Male,Segment A,1,1,26691.45,Family,92,77,7,27,Monthly,1
8737,41,Female,Segment B,9,0,19745.7,Prime,5,36,99,21,Monthly,4
8738,70,Female,Segment A,2,0,25926.28,Unlimited,7,79,64,17,Monthly,2
8739,23,Male,Segment C,7,0,17117.12,Pro,8,71,30,19,Daily,2
8740,46,Male,Segment A,3,0,20005.41,Silver,9,93,84,23,Monthly,3
8741,43,Male,Segment A,5,0,23260.51,Trial,8,53,85,23,Weekly,4
8742,63,Male,Segment C,0,1,7111.45,Deluxe,66,27,12,20,Weekly,5
8743,36,Female,Segment B,1,1,34695.64,Flex,84,21,19,5,Monthly,2
8744,33,Female,Segment C,1,0,26782.85,Express,66,17,7,6,Monthly,2
8745,59,Female,Segment B,0,1,21233.85,Unlimited,52,88,13,9,Daily,5
8746,39,Male,Segment B,1,1,1427.66,VIP,57,36,15,29,Daily,3
8747,70,Male,Segment C,3,1,6179.59,Prime,93,70,21,18,Daily,3
8748,24,Male,Segment C,3,1,23740.88,Student,88,2,16,27,Weekly,1
8749,27,Female,Segment A,0,0,17431.46,VIP,9,91,80,29,Weekly,4
8750,60,Male,Segment A,2,1,20702.16,VIP,71,51,28,5,Weekly,2
8751,31,Male,Segment A,3,0,21921.34,Flex,7,94,17,15,Monthly,3
8752,32,Female,Segment B,7,0,31513.629999999997,Essential,5,70,14,28,Monthly,5
8753,24,Male,Segment A,3,0,32047.739999999998,Basic,6,84,8,20,Monthly,2
8754,62,Female,Segment A,3,0,12877.86,Pro,6,57,7,10,Daily,5
8755,49,Male,Segment C,1,1,11127.69,Pro,60,74,31,10,Daily,4
8756,66,Male,Segment B,0,0,13989.77,Plus,10,1,31,23,Monthly,2
8757,32,Male,Segment C,3,0,4005.25,Basic,1,38,14,7,Monthly,3
8758,25,Male,Segment B,2,1,7183.58,Plus,62,42,2,29,Daily,3
8759,40,Female,Segment B,9,0,24591.04,VIP,3,97,79,11,Daily,5
8760,33,Male,Segment B,1,1,517.41,Pro,86,60,21,4,Daily,2
8761,26,Female,Segment C,1,0,2317.08,Trial,0,74,79,14,Daily,5
8762,25,Male,Segment B,6,0,2749.5899999999997,Gold,3,1,39,27,Weekly,1
8763,39,Female,Segment B,3,1,27927.440000000002,Select,101,36,6,6,Monthly,3
8764,70,Female,Segment C,8,0,13696.5,Select,13,26,52,28,Weekly,2
8765,37,Female,Segment A,2,1,30292.98,Student,74,65,29,7,Monthly,3
8766,18,Female,Segment B,7,0,30532.54,Deluxe,6,80,14,24,Weekly,3
8767,60,Female,Segment B,2,1,15686.93,Eco,50,57,34,23,Weekly,2
8768,68,Male,Segment C,1,0,30782.989999999998,Select,6,79,96,5,Weekly,2
8769,61,Female,Segment A,7,0,20977.34,Flex,8,100,21,6,Monthly,4
8770,29,Female,Segment C,1,1,14040.27,Express,64,20,12,6,Weekly,1
8771,64,Male,Segment B,0,1,2514.7999999999997,Select,41,63,19,30,Weekly,5
8772,54,Male,Segment B,2,0,22825.54,Express,10,23,90,28,Weekly,1
8773,30,Female,Segment C,2,1,36061.61,Bronze,52,17,28,30,Monthly,3
8774,31,Female,Segment B,1,0,10485.4,Elite,4,68,83,8,Weekly,3
8775,48,Male,Segment B,0,0,3354.54,Express,9,24,35,25,Monthly,2
8776,39,Female,Segment B,0,0,8162.359999999999,Pro,5,12,68,12,Monthly,5
8777,37,Female,Segment B,2,0,15204.32,Pro,2,5,42,28,Weekly,2
8778,25,Male,Segment B,0,0,22620.350000000002,Essential,6,35,27,11,Daily,4
8779,52,Male,Segment B,1,1,13130.02,Silver,89,24,17,7,Monthly,3
8780,63,Male,Segment B,9,0,18022.66,Trial,6,79,97,9,Monthly,2
8781,50,Male,Segment C,2,0,32167.75,Unlimited,77,77,34,21,Weekly,1
8782,65,Female,Segment B,6,0,24942.96,Bronze,11,93,20,7,Daily,4
8783,62,Female,Segment B,1,0,15320.2,Elite,13,19,98,14,Monthly,1
8784,35,Female,Segment C,3,0,19938.28,Bronze,7,23,7,26,Monthly,3
8785,59,Male,Segment A,3,1,13334.87,Essential,46,98,22,5,Daily,4
8786,24,Female,Segment A,6,0,21826.15,Family,8,59,84,30,Weekly,1
8787,24,Female,Segment A,9,0,7515.13,Pro,11,74,48,1,Weekly,5
8788,52,Female,Segment C,1,1,2556.1099999999997,Basic,28,37,13,1,Daily,2
8789,36,Male,Segment A,2,1,13931.95,Prime,96,77,3,12,Monthly,4
8790,20,Male,Segment A,2,1,20535.87,Smart,46,41,24,6,Weekly,2
8791,26,Female,Segment B,4,0,3874.3199999999997,Flex,3,97,82,7,Monthly,3
8792,32,Female,Segment C,7,0,27285.83,VIP,9,51,97,23,Weekly,4
8793,26,Female,Segment A,2,1,34703.24,Eco,99,15,30,16,Daily,4
8794,26,Male,Segment A,0,1,14959.54,Eco,46,100,23,20,Daily,1
8795,18,Male,Segment C,3,1,20605.09,Student,42,1,34,22,Monthly,3
8796,30,Male,Segment A,2,1,17454.08,Trial,108,27,21,25,Weekly,3
8797,61,Female,Segment C,0,1,18741.74,Trial,73,27,4,13,Monthly,1
8798,35,Male,Segment B,4,0,11459.8,Gold,10,51,92,2,Daily,1
8799,29,Male,Segment A,0,0,16927.28,Unlimited,7,73,62,18,Daily,2
8800,42,Male,Segment B,3,1,25354.09,Flex,53,100,11,1,Daily,1
8801,70,Male,Segment A,1,1,7044.26,Prime,7,94,69,12,Monthly,3
8802,31,Female,Segment C,3,1,1037.68,Eco,48,16,28,28,Monthly,3
8803,20,Male,Segment B,6,0,26600.510000000002,Express,7,36,91,1,Daily,1
8804,38,Male,Segment B,0,0,24288.44,VIP,2,15,3,15,Daily,1
8805,30,Male,Segment C,3,0,7124.099999999999,Deluxe,7,87,38,27,Monthly,1
8806,53,Female,Segment B,1,1,4033.52,Eco,75,59,28,25,Monthly,2
8807,34,Female,Segment A,1,0,15704.26,Elite,44,71,21,9,Monthly,3
8808,63,Male,Segment C,9,0,12008.7,Express,6,40,102,14,Weekly,1
8809,35,Female,Segment C,2,1,6096.84,Prime,78,47,3,28,Weekly,5
8810,48,Female,Segment C,5,0,13294.039999999999,Bronze,2,49,88,24,Monthly,2
8811,23,Male,Segment A,1,0,10757.6,Trial,8,94,11,12,Daily,3
8812,49,Male,Segment B,3,1,6315.57,Plus,72,50,6,5,Monthly,1
8813,42,Female,Segment A,1,1,19717.18,Eco,71,47,7,28,Weekly,2
8814,25,Female,Segment C,6,0,21955.99,Trial,12,76,13,18,Monthly,5
8815,28,Male,Segment C,3,1,371.96,Express,97,54,19,29,Weekly,4
8816,33,Male,Segment A,3,1,13625.84,Gold,57,53,34,12,Weekly,1
8817,31,Male,Segment C,9,0,4816.62,Bronze,12,6,54,28,Weekly,4
8818,21,Male,Segment A,2,1,35404.07,Prime,51,88,30,4,Monthly,1
8819,43,Female,Segment B,4,0,10107.87,Essential,7,17,59,22,Monthly,3
8820,41,Male,Segment C,0,0,1593.2400000000002,Student,2,71,39,9,Monthly,3
8821,35,Male,Segment A,3,1,7474.06,Pro,46,42,1,26,Weekly,3
8822,19,Male,Segment A,3,1,9312.35,Family,64,8,20,26,Monthly,2
8823,63,Male,Segment C,1,1,16672.42,Student,62,85,13,8,Daily,4
8824,46,Female,Segment B,4,0,29174.14,Gold,12,48,80,8,Weekly,4
8825,59,Male,Segment A,9,0,14827.77,Essential,0,80,102,29,Monthly,4
8826,34,Female,Segment C,3,0,11367.800000000001,VIP,5,90,94,17,Weekly,5
8827,57,Male,Segment C,0,1,19539.02,Deluxe,59,55,28,12,Weekly,4
8828,22,Female,Segment B,0,1,16458.54,Plus,46,63,7,4,Daily,3
8829,25,Male,Segment B,0,0,10253.36,Prime,11,79,46,1,Weekly,2
8830,55,Female,Segment B,0,1,7517.1,Student,73,81,13,4,Daily,5
8831,50,Female,Segment B,6,0,19532.7,Eco,14,43,69,30,Monthly,3
8832,49,Female,Segment C,0,1,8236.939999999999,Bronze,57,9,7,3,Daily,5
8833,52,Female,Segment B,8,0,13352.67,Trial,7,11,20,25,Weekly,5
8834,51,Female,Segment A,1,1,35195.31,Unlimited,25,100,5,9,Daily,2
8835,56,Male,Segment B,2,0,856.65,Unlimited,5,19,70,21,Weekly,2
8836,43,Male,Segment C,3,0,12437.699999999999,Family,4,98,63,26,Daily,5
8837,56,Male,Segment A,1,1,15710.63,Basic,95,84,11,11,Monthly,3
8838,66,Female,Segment B,1,0,33577.45,Smart,9,17,35,24,Daily,2
8839,20,Female,Segment B,1,1,10174.44,Essential,61,18,28,3,Daily,5
8840,41,Male,Segment B,0,1,14399.35,Silver,86,30,22,8,Monthly,1
8841,38,Female,Segment A,1,0,16428.59,Deluxe,5,46,93,20,Monthly,4
8842,59,Male,Segment A,0,0,4342.900000000001,Plus,8,71,17,11,Daily,5
8843,45,Female,Segment C,0,0,22329.75,Deluxe,11,15,73,8,Daily,5
8844,32,Male,Segment B,1,0,31837.100000000002,Family,7,98,17,4,Daily,2
8845,65,Female,Segment B,5,0,27462.22,Unlimited,10,62,44,24,Daily,3
8846,70,Male,Segment B,1,1,20136.19,Pro,90,76,12,13,Monthly,4
8847,61,Male,Segment C,0,1,9978.35,Essential,91,50,21,5,Daily,4
8848,55,Female,Segment C,1,1,7686.9,Trial,66,94,24,28,Daily,3
8849,48,Female,Segment B,1,0,12713.91,Unlimited,8,57,34,30,Monthly,5
8850,36,Female,Segment C,0,1,13797.73,Elite,66,71,18,6,Weekly,5
8851,66,Male,Segment C,1,1,23990.64,Silver,37,29,24,9,Monthly,5
8852,65,Female,Segment B,8,0,36251.51,Elite,11,88,30,1,Daily,5
8853,30,Male,Segment A,4,0,22070.989999999998,Bronze,10,63,8,25,Daily,4
8854,53,Female,Segment A,3,1,20388.91,Deluxe,65,75,26,19,Monthly,1
8855,46,Female,Segment C,6,0,29587.559999999998,Trial,10,68,28,28,Weekly,5
8856,45,Male,Segment C,7,0,25242.829999999998,Smart,5,28,33,16,Daily,1
8857,29,Male,Segment B,2,0,20292.12,Trial,9,40,34,17,Monthly,3
8858,33,Male,Segment A,6,0,9304.34,Silver,9,32,5,22,Monthly,5
8859,21,Female,Segment B,5,0,28523.56,Student,6,86,76,25,Daily,4
8860,56,Male,Segment B,0,1,2680.38,Silver,51,6,26,14,Monthly,4
8861,51,Female,Segment C,1,1,30776.82,Student,52,5,15,20,Weekly,4
8862,59,Male,Segment B,1,1,23186.239999999998,Basic,41,49,14,22,Daily,4
8863,64,Male,Segment C,1,1,5041.02,Select,71,4,1,30,Daily,4
8864,61,Female,Segment A,8,0,10869.16,VIP,9,98,52,14,Monthly,2
8865,32,Male,Segment A,1,0,20707.17,Select,5,88,51,12,Monthly,2
8866,67,Female,Segment C,0,1,17389.98,Prime,18,12,8,3,Weekly,4
8867,44,Male,Segment B,1,1,2964.03,Deluxe,71,24,27,4,Daily,4
8868,43,Female,Segment A,3,0,8550.01,Smart,10,60,37,21,Monthly,3
8869,48,Female,Segment B,0,0,15004.51,Elite,4,81,60,10,Daily,1
8870,54,Female,Segment B,3,0,167.48,Select,12,51,35,23,Daily,2
8871,26,Female,Segment B,2,0,21439.7,Gold,2,49,60,19,Weekly,3
8872,70,Female,Segment B,3,1,11564.859999999999,Trial,41,95,2,8,Weekly,4
8873,27,Male,Segment A,1,1,7952.839999999999,Express,68,39,8,24,Daily,3
8874,47,Female,Segment A,2,0,39312.19,Flex,5,25,58,13,Monthly,5
8875,69,Female,Segment A,3,1,23042.27,Flex,68,62,16,25,Weekly,1
8876,69,Male,Segment B,2,1,23096.31,Family,61,95,11,5,Monthly,4
8877,22,Male,Segment C,0,1,25453.75,Express,84,45,18,21,Monthly,3
8878,53,Female,Segment A,1,1,25485.76,Family,86,78,26,27,Monthly,2
8879,62,Male,Segment B,7,0,14511.29,Deluxe,9,100,81,22,Daily,4
8880,30,Male,Segment A,1,1,16993.61,Select,55,41,29,17,Weekly,2
8881,28,Female,Segment C,2,1,15679.62,Silver,59,20,19,13,Daily,4
8882,34,Female,Segment A,2,1,13902.87,Basic,44,31,30,8,Monthly,4
8883,22,Female,Segment A,2,1,30261.43,Bronze,67,32,10,30,Daily,5
8884,23,Male,Segment C,1,0,30459.24,Express,5,45,92,14,Weekly,1
8885,54,Female,Segment A,3,0,5174.549999999999,Essential,10,71,28,16,Monthly,4
8886,34,Male,Segment B,2,1,22200.4,Express,80,61,20,29,Monthly,4
8887,18,Male,Segment C,1,1,23563.32,Family,86,48,16,13,Weekly,1
8888,19,Female,Segment A,1,0,2860.88,Pro,2,43,35,17,Monthly,2
8889,20,Female,Segment A,2,1,19177.69,Trial,67,61,28,15,Weekly,3
8890,70,Male,Segment A,3,0,14748.93,Essential,5,82,49,8,Daily,3
8891,60,Male,Segment B,0,1,8526.21,Flex,58,95,19,23,Weekly,5
8892,27,Male,Segment A,3,1,8490.19,Smart,76,6,29,18,Weekly,2
8893,31,Male,Segment A,2,0,10501.25,Gold,10,50,96,28,Weekly,2
8894,18,Male,Segment C,2,1,1733.1299999999999,Essential,71,88,6,23,Weekly,3
8895,43,Male,Segment A,5,0,3348.2999999999997,Family,13,84,34,10,Daily,5
8896,45,Male,Segment B,0,0,14152.0,VIP,12,89,29,27,Weekly,5
8897,65,Male,Segment A,7,0,39311.9,Flex,5,71,97,26,Daily,1
8898,60,Female,Segment C,7,0,22474.23,Gold,5,39,19,24,Monthly,3
8899,29,Female,Segment A,4,0,19702.98,Gold,7,87,79,6,Daily,3
8900,68,Female,Segment A,2,1,13744.08,Trial,71,31,2,2,Weekly,5
8901,24,Female,Segment C,3,1,19735.98,VIP,70,96,34,6,Weekly,2
8902,31,Female,Segment C,0,1,13685.75,Unlimited,58,20,13,27,Daily,4
8903,50,Female,Segment C,0,1,1944.5700000000002,Eco,19,55,31,19,Daily,5
8904,51,Female,Segment C,1,1,10097.199999999999,Student,70,38,12,16,Daily,2
8905,68,Male,Segment B,8,0,35792.19,Select,8,97,68,3,Daily,3
8906,31,Female,Segment B,9,0,14249.04,Family,7,4,34,24,Monthly,3
8907,38,Female,Segment A,3,0,12568.66,VIP,76,29,15,1,Monthly,2
8908,34,Male,Segment A,0,1,18625.97,Trial,30,56,8,18,Monthly,5
8909,28,Female,Segment A,3,1,6385.03,Express,55,22,24,15,Weekly,5
8910,35,Male,Segment A,1,1,1280.1599999999999,Student,63,12,8,19,Daily,2
8911,62,Male,Segment A,1,1,22944.13,Flex,72,65,25,19,Weekly,5
8912,33,Female,Segment B,0,0,17034.93,Eco,9,41,78,25,Monthly,5
8913,42,Male,Segment C,4,0,15027.5,Silver,7,4,19,10,Monthly,2
8914,50,Male,Segment A,0,1,24635.81,Trial,94,42,24,12,Weekly,4
8915,54,Female,Segment A,8,0,16583.0,Eco,14,3,47,14,Daily,4
8916,19,Female,Segment C,4,0,15313.800000000001,Eco,7,53,65,2,Daily,2
8917,33,Male,Segment A,7,0,5150.4,Bronze,6,84,29,12,Monthly,1
8918,38,Female,Segment C,1,1,13432.640000000001,Prime,63,100,8,1,Daily,2
8919,69,Female,Segment B,0,1,14658.570000000002,Smart,69,91,12,22,Weekly,5
8920,21,Male,Segment B,2,1,5227.12,Pro,71,53,21,17,Weekly,2
8921,26,Male,Segment C,0,1,12328.18,Student,74,28,6,14,Weekly,3
8922,31,Male,Segment C,1,1,10296.36,Basic,87,49,19,5,Weekly,4
8923,30,Male,Segment C,1,0,34355.020000000004,Smart,5,30,86,15,Daily,2
8924,41,Female,Segment A,6,0,22437.47,Plus,8,32,60,10,Monthly,2
8925,70,Female,Segment A,9,0,17547.9,Pro,7,10,32,20,Monthly,5
8926,62,Female,Segment B,2,0,23876.74,Family,9,79,46,2,Weekly,2
8927,47,Male,Segment A,0,1,7711.33,VIP,32,54,20,10,Daily,2
8928,39,Female,Segment B,4,0,6728.38,Student,6,90,100,23,Daily,3
8929,46,Female,Segment B,5,0,19574.05,Gold,8,73,38,21,Weekly,5
8930,31,Female,Segment A,0,1,781.03,Gold,51,98,35,9,Monthly,2
8931,61,Male,Segment B,2,1,5019.87,Deluxe,59,91,30,22,Monthly,5
8932,20,Female,Segment C,3,0,28710.550000000003,Silver,14,30,53,4,Weekly,3
8933,21,Male,Segment A,1,1,4612.16,Deluxe,55,75,15,6,Monthly,5
8934,30,Male,Segment C,9,0,26000.03,Silver,15,50,17,21,Monthly,5
8935,22,Male,Segment A,1,0,22789.93,Unlimited,3,3,90,28,Daily,3
8936,54,Female,Segment C,0,1,5867.93,Gold,56,25,5,27,Monthly,1
8937,38,Female,Segment C,1,0,10899.83,Student,8,75,66,28,Weekly,1
8938,31,Female,Segment B,1,0,40033.63,Smart,6,20,19,23,Monthly,2
8939,50,Female,Segment C,0,0,36398.12,Gold,10,82,96,13,Daily,4
8940,60,Male,Segment C,0,1,1986.1399999999999,Eco,86,9,14,20,Daily,2
8941,34,Female,Segment B,0,1,11588.61,Deluxe,39,74,8,1,Daily,3
8942,35,Male,Segment A,1,0,15782.58,Prime,10,49,73,1,Weekly,5
8943,69,Female,Segment C,3,1,19095.64,Gold,77,84,20,25,Weekly,5
8944,20,Female,Segment B,9,0,1857.64,Silver,6,67,29,15,Monthly,3
8945,44,Female,Segment A,4,0,8406.62,Silver,8,64,52,30,Monthly,5
8946,37,Female,Segment A,4,0,1960.48,Express,7,45,28,12,Monthly,1
8947,47,Female,Segment B,1,1,7613.990000000001,Essential,73,7,9,28,Monthly,1
8948,23,Male,Segment B,8,0,17760.61,Gold,8,15,52,24,Weekly,4
8949,61,Male,Segment B,3,0,15846.97,Deluxe,7,34,11,25,Weekly,2
8950,22,Male,Segment C,1,1,25919.8,Pro,86,67,29,17,Weekly,3
8951,58,Male,Segment C,1,1,10769.61,Student,83,76,23,30,Daily,5
8952,68,Female,Segment C,9,0,14017.17,Pro,7,41,100,30,Daily,5
8953,49,Male,Segment A,9,0,21821.32,Pro,4,14,9,6,Monthly,4
8954,48,Male,Segment A,1,0,21789.25,Elite,10,57,87,7,Weekly,3
8955,45,Male,Segment C,2,1,19366.46,Silver,89,34,9,30,Monthly,3
8956,52,Male,Segment A,3,1,3927.24,Express,67,17,10,27,Daily,2
8957,32,Male,Segment B,8,0,7804.0199999999995,Deluxe,14,45,36,26,Daily,5
8958,19,Male,Segment B,6,0,19573.02,Express,11,11,45,23,Daily,2
8959,20,Male,Segment B,9,0,12228.81,Unlimited,6,92,78,14,Weekly,5
8960,33,Female,Segment B,6,0,16275.619999999999,Flex,6,20,39,24,Daily,3
8961,47,Female,Segment B,3,0,12577.97,Smart,7,60,102,1,Daily,1
8962,64,Female,Segment C,7,0,10245.08,Family,7,30,89,24,Daily,2
8963,64,Female,Segment A,0,1,1172.57,Family,70,24,30,17,Weekly,4
8964,66,Female,Segment C,7,0,5291.700000000001,Elite,8,80,68,30,Monthly,5
8965,38,Male,Segment A,3,1,34757.28,Bronze,38,4,1,20,Weekly,1
8966,34,Female,Segment B,3,1,27038.71,Prime,27,61,9,14,Monthly,2
8967,63,Male,Segment B,7,0,14617.869999999999,Express,10,60,99,2,Daily,1
8968,44,Female,Segment A,7,0,20090.829999999998,Prime,2,89,38,15,Daily,4
8969,62,Female,Segment B,1,1,22037.8,Silver,82,94,10,27,Daily,3
8970,33,Male,Segment B,7,0,16382.15,Plus,7,29,82,14,Monthly,5
8971,52,Male,Segment C,8,0,12910.050000000001,Student,7,43,39,7,Weekly,1
8972,54,Male,Segment B,0,1,8204.25,Gold,108,35,12,1,Daily,2
8973,27,Female,Segment C,1,1,3173.2200000000003,Smart,94,63,16,27,Monthly,4
8974,61,Female,Segment B,2,1,1499.68,Gold,42,10,3,4,Daily,2
8975,56,Male,Segment A,1,1,27916.02,Smart,96,92,13,25,Weekly,5
8976,70,Female,Segment B,2,1,21786.78,Trial,49,45,29,30,Weekly,4
8977,59,Male,Segment B,3,0,21481.19,Flex,3,46,14,17,Weekly,5
8978,69,Male,Segment A,3,1,27420.21,Smart,96,95,11,21,Daily,2
8979,55,Female,Segment C,1,1,15356.84,Pro,78,21,16,23,Weekly,4
8980,20,Female,Segment C,6,0,5968.08,Elite,7,42,5,26,Monthly,1
8981,70,Female,Segment C,9,0,24189.460000000003,Bronze,8,36,12,24,Monthly,5
8982,66,Female,Segment A,9,0,7655.380000000001,Pro,9,65,23,16,Weekly,2
8983,51,Female,Segment C,3,1,16310.0,Flex,52,21,34,5,Weekly,1
8984,38,Male,Segment A,1,0,2104.8,Bronze,8,39,88,9,Monthly,5
8985,35,Female,Segment B,0,1,8810.5,Prime,85,32,32,7,Monthly,2
8986,57,Female,Segment B,0,1,11327.0,Select,81,100,14,15,Weekly,1
8987,24,Male,Segment C,1,1,11094.210000000001,Silver,60,61,17,30,Monthly,2
8988,53,Male,Segment B,3,1,1571.34,Select,38,58,2,22,Daily,5
8989,45,Male,Segment B,8,0,10551.320000000002,Select,14,69,24,13,Monthly,3
8990,58,Male,Segment A,0,1,7506.96,Smart,55,47,27,24,Monthly,4
8991,45,Male,Segment B,4,0,23492.5,Deluxe,8,49,26,20,Monthly,3
8992,56,Female,Segment A,0,1,8471.16,Deluxe,99,89,27,16,Weekly,5
8993,43,Male,Segment C,4,0,25381.63,Pro,9,26,99,20,Weekly,4
8994,29,Female,Segment C,2,1,14189.78,Prime,61,81,26,28,Monthly,5
8995,41,Male,Segment C,4,0,18008.13,Elite,7,89,98,5,Daily,5
8996,64,Female,Segment C,3,0,24164.75,Eco,6,40,101,7,Daily,5
8997,51,Male,Segment B,2,1,5826.719999999999,Pro,69,73,22,14,Weekly,2
8998,62,Male,Segment C,8,0,9992.08,Essential,7,57,55,7,Daily,5
8999,26,Male,Segment A,7,0,21244.13,Prime,5,43,66,12,Monthly,2
9000,60,Male,Segment B,0,0,3035.5600000000004,Essential,3,4,88,25,Weekly,2
9001,27,Female,Segment A,9,0,20297.09,Flex,8,7,13,2,Monthly,2
9002,42,Female,Segment B,3,1,13478.65,Deluxe,60,93,4,30,Weekly,5
9003,36,Female,Segment B,9,0,24744.88,VIP,7,11,89,8,Daily,3
9004,20,Female,Segment C,1,0,412.9,Basic,14,88,42,24,Monthly,3
9005,34,Male,Segment B,0,1,40656.94,Select,64,1,11,5,Weekly,5
9006,36,Male,Segment B,0,0,23065.29,VIP,43,36,23,18,Weekly,2
9007,38,Male,Segment B,3,1,23353.04,Family,89,87,26,7,Monthly,4
9008,68,Female,Segment A,7,0,26245.84,Gold,2,65,36,28,Weekly,1
9009,30,Female,Segment B,1,1,11200.31,Silver,74,1,9,30,Monthly,1
9010,64,Female,Segment B,0,0,11047.09,Gold,5,73,18,10,Daily,2
9011,51,Male,Segment B,1,1,16328.13,Smart,59,43,10,27,Daily,5
9012,28,Male,Segment C,3,0,515.4,Trial,39,40,33,8,Weekly,3
9013,34,Female,Segment B,2,1,12501.12,Student,35,40,1,17,Weekly,4
9014,68,Male,Segment C,2,1,12770.11,Eco,105,55,18,6,Daily,3
9015,53,Female,Segment A,0,0,18893.829999999998,Deluxe,6,76,56,18,Monthly,1
9016,48,Female,Segment C,3,1,244.72,Elite,76,3,3,6,Monthly,4
9017,25,Male,Segment A,1,1,11085.69,Unlimited,64,11,12,21,Daily,1
9018,41,Male,Segment A,0,0,20256.76,Elite,48,44,21,4,Daily,2
9019,19,Female,Segment B,8,0,27595.64,VIP,9,68,28,6,Monthly,3
9020,28,Male,Segment A,2,1,570.67,Select,24,13,10,11,Monthly,3
9021,39,Female,Segment A,0,0,10898.83,Trial,8,25,64,20,Daily,5
9022,31,Male,Segment C,0,1,27927.74,Deluxe,59,10,19,10,Daily,2
9023,37,Male,Segment C,2,1,15087.02,Student,102,17,23,7,Weekly,3
9024,24,Male,Segment B,3,1,3948.95,Basic,69,2,31,16,Weekly,4
9025,67,Male,Segment B,0,1,38594.16,Plus,45,93,24,22,Daily,3
9026,53,Male,Segment C,0,1,5520.549999999999,Elite,82,6,34,5,Monthly,2
9027,30,Female,Segment B,5,0,21657.63,Silver,9,4,103,20,Daily,5
9028,23,Female,Segment C,4,0,4427.77,Elite,8,77,16,26,Weekly,1
9029,52,Female,Segment A,3,0,9247.369999999999,Bronze,8,19,98,10,Weekly,5
9030,35,Female,Segment C,0,1,26171.64,Plus,26,41,6,10,Weekly,2
9031,26,Female,Segment A,1,1,1619.12,VIP,47,31,35,12,Weekly,5
9032,33,Male,Segment B,6,0,8877.119999999999,Student,5,43,23,3,Daily,3
9033,50,Male,Segment A,0,1,8188.2,Family,96,10,30,18,Daily,3
9034,30,Female,Segment B,3,1,24680.51,Gold,30,38,3,14,Monthly,4
9035,20,Female,Segment A,7,0,61.05,Essential,9,14,64,13,Monthly,3
9036,19,Female,Segment A,2,1,14340.460000000001,Pro,79,85,3,12,Monthly,1
